"age","workclass","fnlwgt","education","education_cat","marital_status","occupation","relationship","race","gender","capital_gain","capital_loss","hour_per_week","native_country","class"
"188",53," ?",135105," Bachelors",13," Divorced"," ?"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
"739",56," Private",156052," HS-grad",9," Widowed"," Other-service"," Unmarried"," Black"," Female",594,0,20," United-States"," <=50K"
"1818",48," Private",199739," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
"23655",34," Self-emp-inc",127651," Bachelors",13," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
"14511",38," Private",380543," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
"26322",35," Private",176123," 10th",6," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,60," India"," <=50K"
"17996",26," State-gov",126327," Assoc-acdm",12," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
"5782",21," Private",176356," Assoc-acdm",12," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"30945",33," Private",229051," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,52," United-States"," <=50K"
"27633",24," Private",72119," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",2202,0,30," United-States"," <=50K"
"24570",35," Private",150042," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"15592",45," Local-gov",159816," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1977,35," United-States"," >50K"
"13084",53," Local-gov",35305," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,57," United-States"," <=50K"
"20239",21," Private",40767," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"27456",27," Private",134048," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
"27587",46," Private",353512," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"5517",43," Self-emp-not-inc",183479," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
"7964",19," ?",26620," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"3508",25," Local-gov",112835," Masters",14," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"24650",37," Private",189251," Doctorate",16," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
"3388",51," ?",163998," HS-grad",9," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,20," United-States"," >50K"
"25635",36," Private",329980," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",27828,0,40," United-States"," >50K"
"23840",36," Private",225516," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," Black"," Male",10520,0,43," United-States"," >50K"
"29177",55," Private",175071," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",15024,0,40," United-States"," >50K"
"14437",21," Private",162667," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," Columbia"," <=50K"
"29057",46," Federal-gov",33794," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
"24274",21," Private",124242," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"27038",37," Private",169426," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
"12195",52," Private",168553," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
"3082",35," Private",144322," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
"8562",43," Federal-gov",262233," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
"22324",28," Private",175710," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"11014",44," Private",106682," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
"11829",23," Private",34113," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
"989",44," Private",126701," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
"16116",28," Private",410351," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"3742",37," Private",185359," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"27356",21," State-gov",96483," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,12," United-States"," <=50K"
"2307",42," Private",37869," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"24235",23," Private",35448," Some-college",10," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
"26394",33," Local-gov",365908," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",2105,0,40," United-States"," <=50K"
"1149",61," Self-emp-inc",84409," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," >50K"
"8502",19," Private",263340," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
"19839",24," Self-emp-not-inc",166036," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
"24257",31," Private",202729," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"12361",64," Private",187601," Some-college",10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"28897",37," Private",588003," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
"12065",63," Self-emp-inc",165667," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"13098",32," Private",326283," Bachelors",13," Never-married"," Other-service"," Unmarried"," Other"," Male",0,0,40," United-States"," <=50K"
"8849",36," Private",308945," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"18898",30," Local-gov",178383," Some-college",10," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
"17262",28," Private",44767," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,50," United-States"," >50K"
"1235",31," Private",106347," 11th",7," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,42," United-States"," <=50K"
"23021",38," Private",107303," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"6378",46," Private",364913," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
"20277",39," Local-gov",170382," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," England"," >50K"
"16135",71," Private",180733," Masters",14," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
"19564",51," Private",22211," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,60," United-States"," >50K"
"19073",43," Private",83411," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"8799",31," Private",273324," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,1721,16," United-States"," <=50K"
"6912",65," Self-emp-not-inc",223580," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",6514,0,40," United-States"," >50K"
"16645",44," State-gov",395078," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"30767",42," Self-emp-not-inc",39539," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States"," >50K"
"10157",28," Private",362491," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"9984",20," Private",186849," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
"1091",41," Federal-gov",133060," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"16229",32," Private",166634," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
"18426",65," Private",264188," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"
"22911",19," ?",200790," 12th",8," Married-civ-spouse"," ?"," Other-relative"," White"," Female",15024,0,40," United-States"," >50K"
"29416",42," Private",154076," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
"15116",35," Private",257042," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"2572",21," ?",148509," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
"8024",42," Private",69019," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
"27005",32," State-gov",169973," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
"26301",50," Self-emp-not-inc",167728," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
"26018",25," Private",242700," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",10520,0,50," United-States"," >50K"
"29227",17," Private",217342," 10th",6," Never-married"," Sales"," Own-child"," White"," Female",0,0,5," United-States"," <=50K"
"20145",41," Federal-gov",106982," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," >50K"
"15066",20," Private",142673," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
"5795",51," Private",163052," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"31297",20," State-gov",214542," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"2626",45," Self-emp-not-inc",160167," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
"14233",47," Private",180551," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"28881",53," Private",73134," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
"26084",71," Self-emp-inc",38822," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
"22099",42," Federal-gov",33521," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"3821",24," Self-emp-not-inc",37440," Bachelors",13," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"
"18353",47," Private",102569," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"30540",45," Private",172274," Doctorate",16," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,3004,35," United-States"," >50K"
"18987",33," Self-emp-not-inc",112952," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,48," United-States"," <=50K"
"8425",34," State-gov",85218," Masters",14," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",0,0,24," United-States"," <=50K"
"1966",29," Private",452205," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,36," United-States"," <=50K"
"2231",59," Self-emp-not-inc",174056," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
"26947",50," Private",129956," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," >50K"
"11193",47," ?",109832," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",5178,0,30," Canada"," >50K"
"29169",39," Private",273362," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"17222",27," Self-emp-inc",114158," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"15813",38," Private",266325," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,32," United-States"," >50K"
"29233",24," Private",200593," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"3387",38," Private",203836," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",3464,0,40," Columbia"," <=50K"
"25256",38," Private",117312," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",15024,0,40," United-States"," >50K"
"31936",18," Private",217743," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"17167",43," Private",133584," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"9680",37," Private",212900," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"2540",27," Federal-gov",188343," HS-grad",9," Separated"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
"24051",24," Private",456460," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
"5959",59," Private",359292," 1st-4th",2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
"20215",22," Private",117606," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,32," United-States"," <=50K"
"13417",29," Private",224215," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
